TimeOfDay	Time	EMG	Ground	ECG
15:41:55.689	0.1216	0	0	0
15:41:55.689	0.1218	0	0	0
15:41:55.690	0.122	0	0	0
15:41:55.690	0.1222	0	0	0
15:41:55.690	0.1224	0	0	0
15:41:55.690	0.1226	0	0	0
15:41:55.690	0.1228	0	0	0
15:41:55.691	0.123	0	0	0
15:41:55.691	0.1232	0	0	0
15:41:55.691	0.1234	0	0	0
15:41:55.691	0.1236	0	0	0
15:41:55.691	0.1238	0	0	0
15:41:55.692	0.124	0	0	0
15:41:55.692	0.1242	0	0	0
15:41:55.692	0.1244	0	0	0
15:41:55.692	0.1246	0	0	0
15:41:55.692	0.1248	0	0	0
15:41:55.693	0.125	0	0	0
15:41:55.693	0.1252	0	0	0
15:41:55.693	0.1254	0	0	0
15:41:55.693	0.1256	0	0	0
15:41:55.693	0.1258	0	0	0
15:41:55.694	0.126	0	0	0
15:41:55.694	0.1262	0	0	0
15:41:55.694	0.1264	0	0	0
15:41:55.694	0.1266	0	0	0
15:41:55.694	0.1268	0	0	0
15:41:55.695	0.127	0	0	0
15:41:55.695	0.1272	0	0	0
15:41:55.695	0.1274	0	0	0
15:41:55.695	0.1276	0	0	0
15:41:55.695	0.1278	0	0	0
15:41:55.696	0.128	0	0	0
15:41:55.696	0.1282	0	0	0
15:41:55.696	0.1284	0	0	0
15:41:55.696	0.1286	0	0	0
15:41:55.696	0.1288	0	0	0
15:41:55.697	0.129	0	0	0
15:41:55.697	0.1292	0	0	0
15:41:55.697	0.1294	0	0	0
15:41:55.697	0.1296	0	0	0
15:41:55.697	0.1298	0	0	0
15:41:55.698	0.13	0	0	0
15:41:55.698	0.1302	0	0	0
15:41:55.698	0.1304	0	0	0
15:41:55.698	0.1306	0	0	0
15:41:55.698	0.1308	0	0	0
15:41:55.699	0.131	0	0	0
15:41:55.699	0.1312	0	0	0
15:41:55.699	0.1314	0	0	0
15:41:55.699	0.1316	0	0	0
15:41:55.699	0.1318	0	0	0
15:41:55.700	0.132	0	0	0
15:41:55.700	0.1322	0	0	0
15:41:55.700	0.1324	0	0	0
15:41:55.700	0.1326	0	0	0
15:41:55.700	0.1328	0	0	0
15:41:55.701	0.133	0	0	0
15:41:55.701	0.1332	0	0	0
15:41:55.701	0.1334	0	0	0
15:41:55.701	0.1336	0	0	0
15:41:55.701	0.1338	0	0	0
15:41:55.702	0.134	0	0	0
15:41:55.702	0.1342	0	0	0
15:41:55.702	0.1344	0	0	0
15:41:55.702	0.1346	0	0	0
15:41:55.702	0.1348	0	0	0
15:41:55.703	0.135	0	0	0
15:41:55.703	0.1352	0	0	0
15:41:55.703	0.1354	0	0	0
15:41:55.703	0.1356	0	0	0
15:41:55.703	0.1358	0	0	0
15:41:55.704	0.136	0	0	0
15:41:55.704	0.1362	0	0	0
15:41:55.704	0.1364	0	0	0
15:41:55.704	0.1366	0	0	0
15:41:55.704	0.1368	0	0	0
15:41:55.705	0.137	0	0	0
15:41:55.705	0.1372	0	0	0
15:41:55.705	0.1374	0	0	0
15:41:55.705	0.1376	0	0	0
15:41:55.705	0.1378	0	0	0
15:41:55.706	0.138	0	0	0
15:41:55.706	0.1382	0	0	0
15:41:55.706	0.1384	0	0	0
15:41:55.706	0.1386	0	0	0
15:41:55.706	0.1388	0	0	0
15:41:55.707	0.139	0	0	0
15:41:55.707	0.1392	0	0	0
15:41:55.707	0.1394	0	0	0
15:41:55.707	0.1396	0	0	0
15:41:55.707	0.1398	0	0	0
